Steps,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Entropy,Is Training
4070000,99.0,3.059891,3.7920000207424165,3.7920000207424165,1.0701199,1.0
4080000,99.0,3.039989,4.336999998092652,4.336999998092652,1.0700799,1.0
4090000,99.0,2.9892204,4.39200006365776,4.39200006365776,1.070098,1.0
4100000,99.0,2.9952364,4.174000051021576,4.174000051021576,1.0698202,1.0
4110000,99.0,3.0500753,4.018000040054321,4.018000040054321,1.0693876,1.0
4120000,99.0,3.0489619,3.940000021457672,3.940000021457672,1.0693876,1.0
4130000,99.0,3.0803611,4.116000058650971,4.116000058650971,1.0682428,1.0
4140000,99.0,3.0586777,4.1750000476837155,4.1750000476837155,1.0682428,1.0
4150000,99.0,3.067681,4.242000042200089,4.242000042200089,1.0663778,1.0
4160000,99.0,3.1298327,4.201000028848648,4.201000028848648,1.0662326,1.0
4170000,99.0,3.0808916,4.264000043869019,4.264000043869019,1.0636947,1.0
4180000,99.0,3.150191,4.08600005030632,4.08600005030632,1.0634744,1.0
4190000,99.0,3.155218,4.109000035524368,4.109000035524368,1.0630085,1.0
4200000,99.0,3.1416094,4.241000034809113,4.241000034809113,1.0625429,1.0
4210000,99.0,3.1054718,4.2300000524520875,4.2300000524520875,1.0618391,1.0
4220000,99.0,3.0895448,4.158000059127808,4.158000059127808,1.0608957,1.0
4230000,99.0,3.0920553,4.299000056982041,4.299000056982041,1.0603191,1.0
4240000,99.0,3.0449414,4.348000078201294,4.348000078201294,1.059551,1.0
4250000,99.0,3.087134,4.295000042915344,4.295000042915344,1.059551,1.0
4260000,99.0,3.076104,4.023000050783157,4.023000050783157,1.0559198,1.0
4270000,99.0,3.1118982,4.026000036001205,4.026000036001205,1.0559198,1.0
4280000,99.0,3.056414,4.338000048398971,4.338000048398971,1.0532209,1.0
4290000,99.0,3.0482583,4.13900003194809,4.13900003194809,1.0530455,1.0
4300000,99.0,3.0293849,4.083000026941299,4.083000026941299,1.0515944,1.0
4310000,99.0,3.0216095,4.218000056743622,4.218000056743622,1.0514848,1.0
4320000,99.0,3.0832248,4.315000066757202,4.315000066757202,1.050463,1.0
4330000,99.0,3.0639322,4.02600005865097,4.02600005865097,1.0494413,1.0
4340000,99.0,3.0727224,3.9450000143051147,3.9450000143051147,1.0486583,1.0
4350000,99.0,3.0831885,4.159000045061111,4.159000045061111,1.0476224,1.0
4360000,99.0,3.1353753,4.209000079631806,4.209000079631806,1.0471742,1.0
4370000,99.0,3.0822833,4.037000048160553,4.037000048160553,1.0465717,1.0
4380000,99.0,3.0245543,4.15800008058548,4.15800008058548,1.0465717,1.0
4390000,99.0,3.0227082,4.406000049114227,4.406000049114227,1.046418,1.0
4400000,99.0,2.9713328,4.386000076532364,4.386000076532364,1.046418,1.0
4410000,99.0,3.004178,4.190000058412552,4.190000058412552,1.0457277,1.0
4420000,99.0,3.0340652,4.25600007891655,4.25600007891655,1.0456628,1.0
4430000,99.0,3.0525925,4.123000047206879,4.123000047206879,1.0445257,1.0
4440000,99.0,3.0669553,4.222000070810318,4.222000070810318,1.0443995,1.0
4450000,99.0,3.037107,4.146000106334686,4.146000106334686,1.0435734,1.0
4460000,99.0,2.998498,3.926000043153763,3.926000043153763,1.0427474,1.0
4470000,99.0,2.989491,4.335000052452087,4.335000052452087,1.0419141,1.0
4480000,99.0,2.9524047,4.064000058174133,4.064000058174133,1.0408401,1.0
4490000,99.0,2.940054,4.087000054121018,4.087000054121018,1.0396101,1.0
4500000,99.0,2.9146972,4.22400007724762,4.22400007724762,1.0378475,1.0
4510000,99.0,2.914114,3.978000069856644,3.978000069856644,1.0378475,1.0
4520000,99.0,2.902604,4.10800005197525,4.10800005197525,1.0359648,1.0
4530000,99.0,2.924351,4.2060000622272495,4.2060000622272495,1.0359648,1.0
4540000,99.0,2.927229,4.157000063657761,4.157000063657761,1.0350379,1.0
4550000,99.0,2.9276803,4.33000004529953,4.33000004529953,1.0349988,1.0
4560000,99.0,2.9712434,4.028000044822693,4.028000044822693,1.0336285,1.0
4570000,99.0,2.9687207,4.027000055313111,4.027000055313111,1.0335219,1.0
4580000,99.0,2.9702926,4.186000061035156,4.186000061035156,1.0323076,1.0
4590000,99.0,2.8943124,4.168000037670136,4.168000037670136,1.0310934,1.0
4600000,99.0,2.9314315,4.10400004029274,4.10400004029274,1.030326,1.0
4610000,99.0,2.8849094,4.33300005197525,4.33300005197525,1.0293511,1.0
4620000,99.0,2.8657837,4.450000040531158,4.450000040531158,1.029025,1.0
4630000,99.0,2.8142624,4.291000051498413,4.291000051498413,1.0286205,1.0
4640000,99.0,2.844947,4.19900004029274,4.19900004029274,1.0286205,1.0
4650000,99.0,2.765045,4.051000038385391,4.051000038385391,1.0276898,1.0
4660000,99.0,2.7832413,4.058000075817108,4.058000075817108,1.0276898,1.0
4670000,99.0,2.7409387,3.766000064611435,3.766000064611435,1.0260837,1.0
4680000,99.0,2.7357514,4.323000082969665,4.323000082969665,1.0259563,1.0
4690000,99.0,2.7273993,4.322000050544739,4.322000050544739,1.0232464,1.0
4700000,99.0,2.7523663,3.9910000836849213,3.9910000836849213,1.0229995,1.0
4710000,99.0,2.7253356,4.259000049829483,4.259000049829483,1.0230559,1.0
4720000,99.0,2.741663,4.399000051021576,4.399000051021576,1.0231122,1.0
4730000,99.0,2.762271,4.211000061035156,4.211000061035156,1.0239586,1.0
4740000,99.0,2.7774715,4.055000014305115,4.055000014305115,1.0250485,1.0
4750000,99.0,2.7460775,4.1300000321865085,4.1300000321865085,1.0247152,1.0
4760000,99.0,2.7467828,4.337000064849853,4.337000064849853,1.024184,1.0
4770000,99.0,2.7924771,4.307000067234039,4.307000067234039,1.024184,1.0
4780000,99.0,2.8252969,4.139000058174133,4.139000058174133,1.0220072,1.0
4790000,99.0,2.7773561,4.285000050067902,4.285000050067902,1.0220072,1.0
4800000,99.0,2.7749505,4.235000071525573,4.235000071525573,1.0202732,1.0
